1	1.0
4	1.4142135623730951
9	1.7320508075688772
16	2.0
25	2.23606797749979
36	2.449489742783178
49	2.6457513110645907
64	2.8284271247461903
81	3.0
100	3.1622776601683795
121	3.3166247903554
144	3.4641016151377544
169	3.605551275463989
196	3.7416573867739413
225	3.872983346207417
256	4.0
289	4.123105625617661
324	4.242640687119285
361	4.358898943540674
400	4.47213595499958
441	4.58257569495584
484	4.69041575982343
529	4.795831523312719
576	4.898979485566356
625	5.0
676	5.0990195135927845
729	5.196152422706632
784	5.291502622129181
841	5.385164807134504
900	5.477225575051661
961	5.5677643628300215
1024	5.656854249492381
1089	5.744562646538029
1156	5.830951894845301
1225	5.916079783099616
1296	6.0
1369	6.082762530298219
1444	6.164414002968976
1521	6.244997998398398
1600	6.324555320336759
1681	6.4031242374328485
1764	6.48074069840786
1849	6.557438524302
1936	6.6332495807108
2025	6.708203932499369
2116	6.782329983125268
2209	6.855654600401044
2304	6.928203230275509
2401	7.0
2500	7.0710678118654755
2601	7.14142842854285
2704	7.211102550927978
2809	7.280109889280518
2916	7.3484692283495345
3025	7.416198487095663
3136	7.483314773547883
3249	7.54983443527075
3364	7.615773105863909
3481	7.681145747868608
3600	7.745966692414834
3721	7.810249675906654
3844	7.874007874011811
3969	7.937253933193772
4096	8.0
4225	8.06225774829855
4356	8.12403840463596
4489	8.18535277187245
4624	8.246211251235321
4761	8.306623862918075
4900	8.366600265340756
5041	8.426149773176359
5184	8.48528137423857
5329	8.54400374531753
5476	8.602325267042627
5625	8.660254037844387
5776	8.717797887081348
5929	8.774964387392123
6084	8.831760866327848
6241	8.888194417315589
6400	8.94427190999916
6561	9.0
6724	9.055385138137417
6889	9.1104335791443
7056	9.16515138991168
7225	9.219544457292887
7396	9.273618495495704
7569	9.327379053088816
7744	9.38083151964686
7921	9.433981132056603
8100	9.486832980505138
8281	9.539392014169456
8464	9.591663046625438
8649	9.643650760992955
8836	9.695359714832659
9025	9.746794344808963
9216	9.797958971132712
9409	9.848857801796104
9604	9.899494936611665
9801	9.9498743710662
10000	10.0
